METAREA,COUNTY,AGE,COVIDUNAW,gender,education,race,hispanic,marital_status
9998,0,55,1,Female,Bachelor's,White,Non-Hispanic,Divorced
9998,0,16,1,Female,High School or below,White,Non-Hispanic,Single
9998,0,54,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,54,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,46,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,23,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,27,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,52,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,53,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,62,1,Male,High School or below,Black,Non-Hispanic,Single
9998,0,22,1,Female,High School or below,White,Non-Hispanic,Married
9998,0,29,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,47,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,54,1,Male,Bachelor's,White,Non-Hispanic,Divorced
9998,0,31,1,Female,Bachelor's,White,Non-Hispanic,Single
9998,0,29,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,46,1,Female,High School or below,White,Non-Hispanic,Married
9998,0,23,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,18,1,Female,High School or below,White,Non-Hispanic,Single
9998,0,56,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,62,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,54,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,59,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,31,1,Female,High School or below,White,Non-Hispanic,Single
9998,37155,57,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,37155,48,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,44,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,59,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,45,1,Female,High School or below,Asian,Non-Hispanic,Married
9998,0,49,1,Male,High School or below,Asian,Non-Hispanic,Married
9998,0,32,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,23,2,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,70,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,71,1,Female,High School or below,Black,Non-Hispanic,Single
9998,0,33,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,27,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
9998,0,49,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,47,2,Female,High School or below,White,Non-Hispanic,Married
9998,37155,57,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,40,1,Female,High School or below,Black,Non-Hispanic,Single
9998,37155,66,1,Female,Some College or Associate Degree,Native American,Non-Hispanic,Divorced
9998,0,35,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,42,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,40,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,52,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,59,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,47,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,44,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,37155,24,1,Female,Some College or Associate Degree,Native American,Non-Hispanic,Single
9998,0,55,1,Female,High School or below,White,Non-Hispanic,Single
9998,0,54,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,41,1,Female,Bachelor's,White,Non-Hispanic,Divorced
9998,0,64,1,Female,High School or below,Black,Non-Hispanic,Married
9998,0,61,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,21,2,Female,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,45,1,Female,High School or below,White,Non-Hispanic,Divorced
9998,0,49,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,60,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,41,1,Female,High School or below,White,Hispanic,Single
9998,0,63,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,76,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,34,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,43,1,Male,High School or below,White,Hispanic,Married
9998,0,59,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,59,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,67,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,35,2,Female,High School or below,White,Non-Hispanic,Married
9998,0,56,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,58,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,49,1,Female,High School or below,White,Non-Hispanic,Divorced
9998,0,41,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,20,1,Female,High School or below,White,Hispanic,Single
9998,0,48,1,Female,High School or below,White,Hispanic,Married
9998,0,49,1,Male,High School or below,White,Hispanic,Married
9998,0,19,1,Male,High School or below,White,Hispanic,Single
9998,37155,62,1,Male,High School or below,Black,Non-Hispanic,Married
9998,0,63,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,64,1,Female,High School or below,White,Non-Hispanic,Married
9998,0,30,1,Male,High School or below,White,Non-Hispanic,Single
3291,0,31,2,Male,High School or below,White,Non-Hispanic,Single
3291,0,29,1,Female,High School or below,White,Non-Hispanic,Divorced
3291,0,26,1,Male,High School or below,White,Non-Hispanic,Married
2980,37191,59,1,Female,High School or below,White,Non-Hispanic,Married
2980,37191,59,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
480,0,50,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3600,37133,29,1,Female,Bachelor's,White,Non-Hispanic,Married
3600,37133,50,1,Male,High School or below,White,Non-Hispanic,Married
480,37021,28,1,Male,High School or below,White,Non-Hispanic,Married
480,37021,29,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
480,37021,52,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
480,37021,24,1,Male,High School or below,White,Non-Hispanic,Single
480,37021,24,1,Male,High School or below,White,Non-Hispanic,Single
3291,0,59,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3291,0,56,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3291,0,36,1,Male,High School or below,White,Hispanic,Single
3291,0,52,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,53,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,21,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,75,1,Female,Bachelor's,White,Non-Hispanic,Single
3600,37133,34,1,Male,Some College or Associate Degree,White,Hispanic,Married
2980,37191,34,1,Female,High School or below,White,Hispanic,Single
2980,37191,40,1,Male,High School or below,White,Hispanic,Single
2980,37191,80,1,Male,Graduate or Professional Degree,Black,Non-Hispanic,Married
2980,37191,80,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
1300,37001,58,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3600,37133,34,1,Female,Some College or Associate Degree,Asian,Non-Hispanic,Married
2980,37191,44,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,45,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,30,1,Female,High School or below,White,Hispanic,Divorced
1300,37001,54,1,Female,High School or below,White,Hispanic,Single
1300,37001,22,1,Male,Some College or Associate Degree,White,Hispanic,Single
480,37021,72,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,50,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
2980,37191,47,1,Female,High School or below,White,Hispanic,Divorced
3600,37133,26,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
3600,37133,33,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,72,1,Female,High School or below,White,Non-Hispanic,Divorced
1300,37001,63,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
3600,37133,42,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3600,37133,43,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3600,37133,42,1,Male,High School or below,White,Non-Hispanic,Single
480,37021,31,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
480,37021,30,2,Female,Bachelor's,White,Non-Hispanic,Married
480,37021,62,1,Female,High School or below,White,Non-Hispanic,Single
3150,37147,34,1,Male,High School or below,Black,Non-Hispanic,Single
1300,37001,41,1,Male,High School or below,White,Non-Hispanic,Married
3600,37133,32,1,Male,High School or below,Black,Non-Hispanic,Single
1300,37001,31,1,Female,Some College or Associate Degree,White,Hispanic,Married
1300,37001,31,1,Male,High School or below,White,Hispanic,Married
3600,37133,32,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
3291,0,57,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3291,0,55,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,27,1,Female,High School or below,White,Hispanic,Single
3600,37133,65,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3150,37147,40,1,Female,Bachelor's,White,Non-Hispanic,Married
3150,37147,44,1,Male,Bachelor's,White,Non-Hispanic,Married
480,37021,48,1,Female,Bachelor's,White,Non-Hispanic,Married
480,37021,53,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
480,37021,47,1,Male,High School or below,White,Non-Hispanic,Divorced
3291,0,62,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,54,1,Female,Bachelor's,White,Non-Hispanic,Married
480,37021,47,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3150,37147,23,1,Female,Bachelor's,Black,Non-Hispanic,Single
3291,0,55,1,Female,Bachelor's,White,Non-Hispanic,Divorced
1300,37001,52,1,Female,Bachelor's,White,Non-Hispanic,Divorced
480,0,35,1,Female,Bachelor's,White,Hispanic,Married
480,0,43,1,Male,High School or below,White,Hispanic,Married
3600,37133,36,1,Female,High School or below,Black,Non-Hispanic,Divorced
1300,37001,24,1,Female,High School or below,Black,Non-Hispanic,Single
3150,37147,53,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Divorced
480,37021,80,1,Male,Bachelor's,White,Non-Hispanic,Married
480,37021,71,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3600,37133,21,1,Male,High School or below,Black,Non-Hispanic,Single
3150,37147,25,1,Female,Bachelor's,White,Non-Hispanic,Single
1300,37001,29,1,Female,High School or below,White,Non-Hispanic,Single
1300,37001,29,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,41,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,37,1,Female,High School or below,White,Non-Hispanic,Married
3291,0,40,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,63,1,Male,High School or below,White,Non-Hispanic,Divorced
480,37021,50,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,44,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3291,0,54,1,Female,High School or below,White,Non-Hispanic,Single
3291,0,58,1,Male,High School or below,White,Non-Hispanic,Single
1300,37001,33,1,Male,Some College or Associate Degree,Native American,Non-Hispanic,Married
1300,37001,57,1,Male,Bachelor's,Black,Non-Hispanic,Married
1300,37001,53,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
1300,37001,18,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
1300,37001,21,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3600,37133,27,1,Female,High School or below,Black,Non-Hispanic,Single
3600,37133,41,1,Female,High School or below,Black,Non-Hispanic,Single
3150,37147,26,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3150,37147,24,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
480,37021,56,1,Male,Bachelor's,White,Non-Hispanic,Married
480,37021,59,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,32,1,Female,Bachelor's,White,Non-Hispanic,Single
3291,0,60,1,Female,High School or below,White,Non-Hispanic,Married
3291,0,61,1,Male,High School or below,White,Non-Hispanic,Married
3291,0,45,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,60,1,Female,High School or below,White,Non-Hispanic,Married
1300,37001,41,1,Male,High School or below,Black,Hispanic,Married
1300,37001,34,1,Female,High School or below,Black,Hispanic,Married
3600,37133,37,1,Male,High School or below,White,Non-Hispanic,Single
3600,37133,30,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
2980,37191,74,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,49,1,Male,High School or below,White,Hispanic,Married
1300,37001,40,1,Male,High School or below,White,Hispanic,Single
3150,37147,21,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
3150,37147,23,1,Male,Bachelor's,Black,Non-Hispanic,Single
1300,37001,29,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
3291,0,40,1,Male,High School or below,White,Non-Hispanic,Divorced
3291,0,64,1,Female,High School or below,White,Non-Hispanic,Divorced
2980,37191,30,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,26,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,54,1,Female,High School or below,Black,Non-Hispanic,Single
2980,37191,49,1,Female,High School or below,Black,Non-Hispanic,Single
2980,37191,49,1,Female,Bachelor's,White,Non-Hispanic,Divorced
480,37021,23,1,Female,Bachelor's,White,Non-Hispanic,Single
480,37021,23,1,Male,Bachelor's,White,Non-Hispanic,Single
2980,37191,43,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
2980,37191,37,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
3291,0,57,1,Male,Bachelor's,White,Non-Hispanic,Married
3291,0,56,1,Female,Bachelor's,White,Non-Hispanic,Married
3150,37147,28,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
3600,37133,35,1,Female,High School or below,White,Non-Hispanic,Married
1300,37001,73,2,Male,High School or below,White,Non-Hispanic,Married
2980,37191,29,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,57,1,Male,High School or below,White,Hispanic,Married
3291,0,37,1,Male,High School or below,White,Non-Hispanic,Married
3150,37147,39,1,Male,High School or below,Black,Non-Hispanic,Married
3150,37147,39,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
1300,37001,59,1,Female,High School or below,White,Non-Hispanic,Married
3600,37133,50,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
3600,37133,41,1,Male,High School or below,White,Non-Hispanic,Married
3600,37133,39,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3291,0,19,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,19,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
1300,37001,60,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,56,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1300,37001,31,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
480,37021,34,1,Male,High School or below,White,Non-Hispanic,Single
1300,37001,46,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
3291,0,53,1,Female,High School or below,Black,Non-Hispanic,Single
3291,0,20,1,Female,High School or below,Black,Non-Hispanic,Single
3291,0,22,1,Female,High School or below,Black,Non-Hispanic,Single
480,37021,60,1,Female,High School or below,White,Non-Hispanic,Divorced
1300,37001,40,2,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
1300,37001,45,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
480,37021,47,1,Male,Bachelor's,White,Non-Hispanic,Divorced
3291,0,24,1,Male,High School or below,White,Non-Hispanic,Married
2980,37191,54,1,Male,High School or below,Black,Non-Hispanic,Single
480,0,32,1,Male,High School or below,White,Non-Hispanic,Married
480,0,31,1,Female,High School or below,White,Non-Hispanic,Married
2980,37191,41,1,Male,High School or below,Black,Non-Hispanic,Married
2980,37191,39,1,Female,Bachelor's,White,Non-Hispanic,Married
3150,37147,38,1,Female,Bachelor's,White,Non-Hispanic,Married
3150,37147,44,1,Male,High School or below,White,Non-Hispanic,Married
1300,37001,80,1,Male,Bachelor's,White,Hispanic,Married
1300,37001,80,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,41,1,Male,High School or below,White,Hispanic,Single
480,37021,23,1,Male,High School or below,White,Non-Hispanic,Single
3291,0,51,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
